cod_cli;razao;endereco;uf;Cidade;Bairro;CEP;Telefone;cnpj;Insc;cod_canal;hierarquia
5018590;O R De Moura & Cia Ltda;Rua Boa Vista Do Burica 117;MT;Canarana;Jardim Bela Vista;78640-000;66 34783534;13345986000183;134172744;5534716;L6 BRNC BK CO Agil Trd e Dms
5018591;S Oliveira & O Português Ltda ME;Avenida Mato Grosso 96, Q04 L05;MT;Querencia;Setor C;78643-000;66 96946695;22971781000102;135870763;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5024943;Valcilene Silva Oliveira Resende ME;R Alenquer 20, B;MT;Cuiaba;CPA I;78055-010;65 30252910;18496006000167;135013178;5534716;L6 BRNC BK CO Agil Trd e Dms
5030296;Jorge Rodrigues Dos Santos ME;Rua Campo Grande 905, Terreo;MT;Sao Jose Dos Quatro Marcos;Jardim Popular;78285-000;65 32513331;14943712000159;134443519;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5030301;A L Nogueira da Silva ME;Av Senador Atilio Font 1400, Frente;MT;Campo Verde;Centro;78840-000;66 34192943;21309898000154;135637732;5534708;L6 BRNC BK CO Agil Trd e Cnv
5030370;Sao Jorge Com Varejista Ltda ME;Av Anibal de Toledo 2010;MT;Pocone;Bom Pastor;78175-000;65 33452330;23108724000159;135900859;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5032445;A S Dos Santos Comercio Varejista;Rua H Quadra 16 Lote 271, Res Vale;PA;Itaituba;Piracana;68181-970;93 35184659;18182009000126;154109185;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5032460;F O P Aguiar;R Riomar Tapajos Virgulino Lage 794;PA;Itaituba;Bela Vista;68180-430;93 91722822;11591043000105;152967524;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5032461;Apiacas Hoteis E Turismo SA;Av Dr Hugo de Mendonca SN;PA;Itaituba;Aeroporto Velho;68181-000;93 35181209;5020920000195;151281718;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5032468;Ilse Dahm Bezerra Da Rocha ME;Av Ayrton Senna 40;MT;Sinop;Condominio Residencial Camping Club;78551-200;66 99122474;11600485000170;133880656;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5034478;Nevaska Sorveteria Ltda ME;R Br de Melgaco 2169, A;MT;Cuiaba;Centro Sul;78020-800;65 30231541;4821782000180;132058529;5534716;L6 BRNC BK CO Agil Trd e Dms
5035482;Ivonete Ribeiro da Silva ME;Avenida Prefeito Valdir Masutt 524W;MT;Comodoro;Nova Vacaria;78310-000;65 99447752;19666784000110;135296056;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5038092;Kauai Comercio De Alimentos EIRELI;Rua Maragogi 145;MT;Sinop;Carpe Diem Resort Residencial;78550-970;66 35319505;20063411000133;135379296;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5038094;Antonia Aparecida De Oliveira ME;Avenida Bom Pastor 1344;MT;Alta Floresta;Guarana 2;78580-000;66 35212849;11670979000121;133902145;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5038102;Liete Maria Haas Liesenfeld ME;Avenida Eurico Gaspar D 902, Frente;MT;Claudia;Centro;78540-000;66 35461199;36897932000126;131351630;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5039902;Vale Formoso Com Alimentos Ltda;Rua Attilio Fontana 2550;MT;Barra do Garcas;Remanescente IV;78600-000;66 34014499;7718845000247;133860833;5534707;L6 BRNC BK CO Agil AS 5
5040899;Erlaine Silva de Camargo;Rua Pantaneira 687, Sala;MT;Barra Do Bugres;Maracana;78390-000;65 96469595;14094477000198;134317467;5534716;L6 BRNC BK CO Agil Trd e Dms
5041973;Inelve Moresco;Avenida Betumarco SN;MT;Porto Alegre Do Norte;Centro;78655-000;66 35691171;36954477000153;131297074;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5043297;Comercial Amazonia De Petroleo Ltda;Av Historiador Rubens De Mendo 1679;MT;Cuiaba;Bosque Da Saude;78050-000;65 36425180;9001879001728;135861071;5534708;L6 BRNC BK CO Agil Trd e Cnv
5043299;Alonso Liberio Santos Cia Ltda ME;Avenida Das Flores 2284;MT;Tapurah;Jardim Juliana;78573-000;66 96297554;9362191000106;133506312;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5043312;Elizangela A S Almeida EPP;Avenida Das Macieras 60, Sala 01;MT;Guaranta Do Norte;Jardim Novo Horizonte;78520-000;66 35523008;9191243000200;135852455;5534708;L6 BRNC BK CO Agil Trd e Cnv
5046984;Farmacia Guapore Ltda;R Espirito Santo 41, E;MT;Comodoro;Centro;78310-000;65 32832738;9571632000260;134247477;5534711;L6 BRNC BK CO Agil Far C
5047442;Irmaos Zuffo Ltda ME;Rua Vale Dourado 1668;MT;Sorriso;Rota Do Sol;78890-000;66 35441910;23301908000130;135941687;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5048939;Drogaria Confianca Ltda;Av Vitoria Regia 6618;MT;Sinop;Jardim Das Violetas;78552-271;66 35312486;8856967000181;133391213;5534711;L6 BRNC BK CO Agil Far C
5049578;Medeiro Da Silva & Silva Ltda EPP;Rua Maringa 471;MT;Lambari D Oeste;Centro;78278-000;65 32281106;23552091000173;136005500;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5050744;L Mezzalira ME;Avenida Frater Lucas SN, Lts10e11;MT;Tabapora;Nova Fronteira Gl Mercedes;78563-000;66 35571496;18270982000105;134912063;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5050745;Gilson Pedrozo & Pedrozo Ltda ME;Rua Rio Grande Sn, Qadra30;MT;Tabapora;Nova Fronteira;78563-000;66 36011066;14238674000133;134339304;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5050746;Valdete Luiz Pires Miranda;Av Dos Primeiros SN;MT;Tabapora;Nova Fronterira;78563-000;66 36011006;18573012000170;135019893;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5051735;Jose Carlos P Santos 75848503168 ME;Rua Wilson de Almeid 321, Sl e Coml;MT;Nova Olimpia;Jardim Ouro Verde;78370-000;65 33321737;11373504000173;133809234;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5053931;Odair S da Silva ME;R D SN, Qd5 Lt31;MT;Nova Canaa Do Norte;Residencial Paraiso;78515-000;66 99360145;23106013000145;135901545;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5053932;Jeane Alves de Souza ME;Rua Camilo Lorscheiter 14;MT;Confresa;Centro;78652-000;66 35642121;12835041000187;134064356;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5053933;De Moraes & Calvi Inocencio Ltda;Avenida Brasil 66;MT;Nova Santa Helena;Centro;78548-000;66 35741204;23412335000112;135976464;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5054264;Migliorini & Migliorini Ltda;R Das Nogueiras 480;MT;Sinop;Setor Comercial;78550-226;66 35150101;4576775000322;135942683;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5054265;V C A Lira EIRELI;Rod Transamazonica SN, Km 03;PA;Itaituba;Mesquitas;68182-180;93 35181813;17764296000381;154970590;5534707;L6 BRNC BK CO Agil AS 5
5054268;Sandra Aparecida Sampaio;R das Violetas 2396;MT;Sinop;Jardim das Violetas;78552-205;66 99252365;13724438000164;134248490;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5054269;Superm E Pap Aquarela Ltda ME;R das Violetas 1826;MT;Sinop;Residencial Jequitibas;78552-120;66 35327607;13720242000100;134246268;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5054279;Juchem Schneider Juchem Ltda ME;Av dos Jacarandas 2223;MT;Sinop;Setor Industrial Sul;78557-466;66 35322446;20681579000102;135509289;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5055527;Cooperativa Prod Leite Campinapolis;Rua Pedro Campos 600 A;MT;Campinapolis;Setor Castilho;78630-000;66 34371334;3967595000570;135436931;5534707;L6 BRNC BK CO Agil AS 5
5057438;Vanderlei V Lerner Cia Ltda ME;Avenida Primavera SN, Q18 L16;MT;Sapezal;Jardim Sapezal;78365-000;65 33832629;18952808000134;135159091;5534710;L6 BRNC BK CO Agil Atc
5062207;H Casaril E C Casaril Ltda ME;Avenida Da Produção 1510, Anexo W;MT;Lucas Do Rio Verde;Bandeirantes;78455-000;65 35492936;19047735000107;135171067;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5065391;Warter Pedro Prezotto ME;R Colonizador Enio Pipino 4425;MT;Sinop;Setor Industrial Norte;78550-542;66 35323482;8459922000173;133290239;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5067185;Claudia Stos Barbosa;R JP 01 SN;MT;Aripuana;Jardim Planalto;78325-000;66 35310001;22895444000175;135856736;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5070723;Regiane Silva Vieira & Cia Ltda ME;Rua Jose Pereira Da Silv 1287, Sala;MT;Vila Bela Da Santissima Trindade;Jd Aeroporto;78245-000;65 32665587;10613038000193;133667260;5534716;L6 BRNC BK CO Agil Trd e Dms
5071513;Rui Cavalho de Almeida EPP;Av Rio Arinos 2055, S;MT;Juara;Parque Residencial Santa Helena;78575-000;66 35563107;2508719000163;131819712;5534707;L6 BRNC BK CO Agil AS 5
5077423;Arena Supermercado e Atacado Ltda;Avenida Brasil 170, Loja B;MT;Nova Canaa do Norte;Centro;78515-000;66 35511703;15920183000130;135930600;5534713;L6 BRNC BK CO Agil Atj
5077424;Rodrigo A Viana Conveniencia ME;Avenida Tancredo Neve 2943, SALA 01;MT;Sorriso;Bela Vista;78890-000;66 35446244;20873959000149;135542480;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5077436;Lourdes De Jesus A B Roman Ros ME;Av Parana 855, S;MT;Lucas Do Rio Verde;Menino Deus;78455-000;66 35495041;13167509000175;134133072;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5079510;Rena Luiz Batistel;R Castanheiras 268;MT;Guaranta Do Norte;Centro;78520-000;66 81120174;19027639000199;135161223;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5079543;F Dallo Stivanello ME;Avenida Claudio Francio 1049;MT;Sorriso;Jardim Amazonia;78890-000;66 96481511;9521202000153;133544923;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5079812;A D P Comercio De Alimentos Ltda ME;Rua Bispo Dom Wunibalda SN, Qdr 8;MT;Chapada dos Guimaraes;Centro;78195-000;65 33011262;22102554000132;136025170;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5079877;N M C Da S Comercio E Industria EPP;Avenida Brasil 447;MT;Confresa;Vila 2000;78652-000;66 35642040;10757105000143;133696677;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5079890;Vagner Frozza ME;Avenida Das Flores 1118;MT;Tapurah;Centro;78573-000;66 81114210;19815311000137;135330521;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5080385;J R Dos Santos ME;Rua Jucelino Kubstchek 3305;MT;Mirassol D Oeste;Centro;78280-000;65 32413197;6081956000141;136054463;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5080682;J de Sales Melo Comercio;Av Fortunato Carneiro 618, B;PA;Itaituba;Bela Vista;68180-370;93 91955695;23208877000178;154986224;5534713;L6 BRNC BK CO Agil Atj
5082916;Havan Lojas de Departamentos Ltda;Avenida Valdon Varjao SN, Quadra 2;MT;Barra Do Garcas;Centro;78600-000;47 32515000;79379491010146;135754593;5534707;L6 BRNC BK CO Agil AS 5
5083780;A A Fagundes Macedo Da Rocha ME;Av Sao Joao 439;MT;Caceres;Cavalhada;78200-000;65 99552472;22708088000133;135868033;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5086820;Alex Gaia Soares Ribeiro;Av Eduardo Gomes 04;MT;Varzea Grande;Jardim Costa Verde;78128-000;65 93403994;23757858000109;136049028;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5086841;Gueno & Cia Ltda EPP;Rua Fortaleza 28, Qd 25 Lt 4;MT;Campo Verde;Campo Real I;78840-000;66 34192656;8057906000154;136097812;5534707;L6 BRNC BK CO Agil AS 5
5086846;Comercial Amazonia de Petroleo Ltda;Av Mario Andreaza 01;MT;Varzea Grande;Nova Esperanca;78156-105;65 30526160;9001879001566;135752442;5534708;L6 BRNC BK CO Agil Trd e Cnv
5090715;Katiane J Galera;R Jaragua Do Sul 762, Lt 1 E 2;MT;Sinop;Residencial Jaragua;78558-124;66 99010322;22160616000162;135745322;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5090717;V C A Lira EIRELI;Tv Treze de Maio 886;PA;Itaituba;Bela Vista;68180-635;93 35182268;17764296000110;154029815;5534707;L6 BRNC BK CO Agil AS 5
5091319;Zoila Maria A Arruda;Av Principal 1076, Sala;MT;Sorriso;Centro;78896-000;66 35601676;13150965000102;135775515;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5092664;Ivone Stefani Kaipper Sari ME;Avenida Das Hortencias 2028, W;MT;Lucas Do Rio Verde;Bandeirantes Ii;78455-000;65 35493438;19417660000109;135245613;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5092759;Schoten & Schoten Ltda ME;Rua Joao Pedro Moreira De Carv 2391;MT;Sinop;De Chacaras;78559-970;66 99101015;18091718000104;134982860;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5092801;J Galvao De Ataides E Cia Ltda ME;Rua 23 699;MT;Agua Boa;Guaruja;78635-000;66 34682229;21085086000172;135576970;5534707;L6 BRNC BK CO Agil AS 5
5094017;Josiane Aparecida da Silva Oliveira;Rua Doze de Fevereiro SN;MT;Porto Esperidiao;Vila Cardoso;78240-000;65 32751284;18775334000100;135078130;5534716;L6 BRNC BK CO Agil Trd e Dms
5097790;Com Guedes de Medicamentos Ltda ME;Avenida Brasil 1939;MT;Vera;Centro;78880-000;66 35831589;12986614000173;134093348;5534711;L6 BRNC BK CO Agil Far C
5097813;V Vieira Bastos & Cia Ltda ME;Rua Celso Rosa Lima 382, E;MT;Tangara Da Serra;Centro;78300-000;65 33266612;20219273000210;135976448;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5097827;B L De Oliveira ME;R Mal Floriano Peixoto 1519, Fundos;MT;Cuiaba;Duque De Caxias II;78043-395;65 36824390;22145533000102;135733227;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5097829;Guerra De O Santos & Cia Ltda Me;Av Frei Servacio 194;MT;Pedra Preta;Centro;78795-000;65 99889971;9166609000100;133463818;5534707;L6 BRNC BK CO Agil AS 5
5097859;Farmacia Bem Estar;Av Luiz Tessele Jun 1005, Sala 06 N;MT;Lucas Do Rio Verde;Tessele Junior;78455-000;65 35493441;20677047000100;135493315;5534711;L6 BRNC BK CO Agil Far C
5098127;Super Bahia Ltda;RUA 06 48;MT;Agua Boa;Centro;78635-000;66 34681359;19276956000149;135209692;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5099042;Ediane de Oliveira ME;Avenida Pastor Geronimo F Borge 400;MT;Peixoto De Azevedo;Esperanca;78530-000;66 99022051;21458238000135;135625068;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5099237;William Tavares Valentin ME;Av Honorato Pedrozo De Barros 832;MT;Acorizal;Centro;78480-000;65 33531225;23861026000120;136108776;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5099248;Natalicio Maria;Est BR 163 Km 1347 SN, Sala B;PA;Trairao;Bela Vista do Caracol;68198-000;66 999679268;13539034000109;155188089;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5099401;Maria A Nunes Da Silva ME;Av Marechal Rondon Sn, Qd 02;MT;Jangada;Centro;78490-000;65 99190949;20205964000183;135448964;5534708;L6 BRNC BK CO Agil Trd e Cnv
5101407;Supermercado Bandieira Ltda ME;Av Belo Horizonte 441;MT;Primavera Do Leste;Cidade Primavera I;78850-000;66 34985772;23894995000187;136077102;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5101437;Josimara Souza de Queiroz ME;Rua Arica 03;MT;Chapada Dos Guimaraes;Altos Do Mirante;78195-000;65 33012263;5136149000116;135623200;5534716;L6 BRNC BK CO Agil Trd e Dms
5102383;Zampieri Decezaro & Cia Ltda ME;Av Los Angeles 720;MT;Sorriso;Jardim California;78890-000;66 99620782;23915979000123;136076939;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5103154;E C M Barros ME;R Trinta e Cinco 9, A;MT;Cuiaba;Santa Cruz II;78077-025;65 36230323;21758618000195;135684250;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5103177;Alaise Soares O de Jesus;Rua Maria G de Jesus 12;MT;Araputanga;Cidade Alta;78260-000;65 99070965;23055685000179;135885949;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5104280;Wjm Com Comb Lubrificante LTDA;Avenida 02 (Av. Rio SN, L04 05,Q11;MT;Chapada Dos Guimaraes;Loteamento Bom Clima;78195-000;65 36672868;11773930000102;133921328;5534708;L6 BRNC BK CO Agil Trd e Cnv
5105872;N A De Melo Minimercado ME;Rua Almirante Barroso 161;MT;Araputanga;Jardim Primavera;78260-000;65 32612970;23094685000188;135921198;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5107614;Clair C F Gazzola ME;Avenida Brasil 2088;MT;Vera;Centro;78880-000;66 35831124;11588525000106;133838960;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5109123;Gerson P De Sousa ME;R Antonio de Padua Gomes SN;PA;Itaituba;Comercio;68180-120;93 91382000;21917279000142;154775142;5534713;L6 BRNC BK CO Agil Atj
5109124;S A De Matos Silveira EPP;AVENIDA DOIS MIL 3494;MT;Colniza;CENTRO;78335-000;66 81439328;23861086000142;136077404;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5110100;Ana Leticia Kohl Argenta ME;Avenida Principal SN, SALA;MT;Tapurah;Novo Eldorado;78573-000;66 35471105;10272191000102;133598527;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5110105;R Dos Santos Rosa Me;R Projetada 19 137, Rock In Ri;PA;Itaituba;Miritituba;68191-400;93 35411503;9380506000148;152700641;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5110325;Iraides Rosa da Silva ME;Avenida Bandeirantes 2063;MT;Paranatinga;Centro;78870-000;65 35731172;4206225000150;131985418;5534716;L6 BRNC BK CO Agil Trd e Dms
5110829;Edson Mariano Oliveira ME;Avenida Mestre 454,470, Quadra 29L;MT;Novo Horizonte Do Norte;Centro;78570-000;66 35561171;23345837000178;135966086;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5112860;Pedro Marcal Oliveira Neto ME;Avenida Ariosto Da 2633, CANTEIRO C;MT;Alta Floresta;Centro;78580-000;66 35219961;11480369000165;133826384;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5114022;Sg Sucos E Lanches Ltda  ME;Av Gov Julio Campos 5739;MT;Varzea Grande;Jardim dos Estados;78158-075;65 33225186;20778871000148;135512093;5534716;L6 BRNC BK CO Agil Trd e Dms
5115336;R R Missorino EIRELI ME;R Dr Cicero de Campos SN;MT;Varzea Grande;Jardim Marajoara;78138-430;65 36947370;17785838000130;134823265;5534716;L6 BRNC BK CO Agil Trd e Dms
5115395;Sara Dresch Ramos;R Oswaldo Cruz 41;MT;Alta Floresta;Setor Residencial Universitario;78580-000;66 92151857;21772039000105;135666287;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5115920;F R Boiko;Avenida 24 de Setembro 179;MT;Juruena;Centro;78340-000;66 35531260;9020237000109;133433307;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5116133;Mercado Piratininga Ltda ME;Avenida Das Primaveras SN, QD8 LT8;MT;Nova Ubirata;Dist Piratininga;78888-000;66 35601169;24005602000108;136150055;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5117686;De Castro Supermercado Ltda;Rod Palmiro Paes De Barros SN;MT;Cuiaba;Parque Atalaia;78095-000;65 33653150;24310142000113;136174086;5534707;L6 BRNC BK CO Agil AS 5
5117687;Julio Ricardo Rodrigues ME;Av Fr Servacio 1628;MT;Rondonopolis;Santa Cruz;78710-750;66 34233101;4254589000105;132038862;5534716;L6 BRNC BK CO Agil Trd e Dms
5119330;Maryana C C Rest Com Carnes EIRELI;Rod Dos Imigrantes SN, Km85 Sl12;MT;Cuiaba;Distrito Industrial;78098-325;65 30524392;23631424000150;136048650;5534716;L6 BRNC BK CO Agil Trd e Dms
5120289;Superm Super Compras EIRELI ME;Avenida Porfiria Paula SN, Q27 L01;MT;Varzea Grande;Capao do Pequi;78134-176;65 36851770;23849939000120;136063578;5534707;L6 BRNC BK CO Agil AS 5
5121455;Supermercado Sao Jeronimo Ltda ME;Rua Fernando Correa 1105;MT;Chapada Dos Guimaraes;Centro;78195-000;65 33011436;3372507000164;132034069;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5121981;C Machado & Cia Ltda;Av Perimetral Marechal Rondon 585;MT;Sorriso;Distrito De Primavera;78890-000;66 35444359;23389429000118;135961610;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5130599;A Rozin De Medeiros ME;R Ernesto Borett Mello 1501;MT;Chapada Dos Guimaraes;Santa Cruz;78195-000;65 96009512;23872883000125;136070116;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5130995;Tania F Gomes Barbosa 0459083186 ME;Rod Emanuel Pinheiro SN, Rio Peixes;MT;Cuiaba;Jardim Vitoria;78055-733;65 92578684;22382117000110;135780594;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5130997;Comercial Couto Magalhaes Ltda ME;Avenida Araguaia 1745, Casa;MT;Agua Boa;Primavera;78635-000;66 34682284;3772799000122;131936115;5534707;L6 BRNC BK CO Agil AS 5
5132847;Silva De Matos & Matos Ltda ME;Avenida Cristovao Colo 1177, Predio;MT;Peixoto De Azevedo;Liberdade;78530-000;66 99127030;12160930000191;133945600;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5134289;Diego Fernandes Lima EPP;Rua dos Pinheiros 1383, W;MT;Nova Mutum;Alto da Colina II;78450-000;65 33082265;24039787000163;136125441;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5135212;A M Sousa C A Varejista ME;Rua Sertaozinho Sn, Q13L09;MT;Alta Floresta;Vila Nova;78580-000;66 35212564;17226857000127;135216214;5534707;L6 BRNC BK CO Agil AS 5
5135778;Ailton Gomes Da Silva EIRELI ME;Rua Almirante Barroso 1400;MT;Alto Paraguai;Centro;78410-000;65 33961511;21469338000167;135637503;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5137201;Joao Gabriel Da C Marques EIRELI ME;Av Anibal De Toledo 2258;MT;Pocone;Bom Pastor;78175-000;65 33453032;22341776000108;135789672;5534708;L6 BRNC BK CO Agil Trd e Cnv
5137544;Confeitaria R V Oliveira Ltda EPP;Av Quinze De Novembro 208, Lj B;MT;Cuiaba;Centro Sul;78020-300;65 36235698;10824501000146;133716155;5534716;L6 BRNC BK CO Agil Trd e Dms
5138301;R Santana de Oliveira ME;Rua Oito SN, Qd54 Lt11;MT;Chapada Dos Guimaraes;Bom Clima;78195-000;65 33013126;21754714000165;135660130;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5140918;Iguacu Supermercado Ltda;Av Dep Milton Teixeira 450, Loja B;MT;Cuiaba;Morada Do Ouro Setor Norte;78053-500;65 36466034;14191246000100;134330978;5534707;L6 BRNC BK CO Agil AS 5
5143034;Ismael Bento Machado ME;Avenida Prefeito Valdir Mazu 284, W;MT;Comodoro;Nova Vacaria;78310-000;65 98158444;6321956000171;135835283;5534708;L6 BRNC BK CO Agil Trd e Cnv
5146379;Joel Leao Laurindo;Rua Argentina 138;MT;Brasnorte;Parque Das Naçoes;78350-000;66 99544551;11961169000124;133935272;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5148786;Luzia Dos Santos;R Mario Correa Da Costa 113, Brcao;MT;Claudia;Campo Verde;78540-000;66 99097184;24112290000123;ISENTO;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5151440;D D Dos Santos Mercado ME;Avenida Planalto 4335;MT;Agua Boa;Universitario;78635-000;66 34682284;21141788000126;135577080;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5153168;Jair Gamba;7A R Joao Dos Santos Cast 344, Casa;MT;Novo Horizonte Do Norte;Centro;78570-000;66 35591327;21942434000180;135700787;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5153311;Auto Posto Paraiso Ltda EPP;Avenida Guilherme Meyer 1445;MT;Porto Dos Gauchos;Centro;78560-000;66 35261248;1300979000186;130250210;5534708;L6 BRNC BK CO Agil Trd e Cnv
5154137;Sousa E Sales Comercio Ltda ME;R Decima Primeira 906;PA;Itaituba;Liberdade;68181-150;93 92326814;24626865000126;155221450;5534713;L6 BRNC BK CO Agil Atj
5154874;Gc Com De Paes Ltda EPP;Avenida Gabriel Muller 421;MT;Juina;Modulo 02;78320-000;66 35663000;19815721000188;135320526;5534716;L6 BRNC BK CO Agil Trd e Dms
5154904;Elias Ferreira De Melo ME;Rua Cascavel 1390;MT;Brasnorte;Centro;78350-000;66 35921062;15129308000109;134475755;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5155556;Arlete Barbon ME;Rua Jorge Amado 263;MT;Juara;Sao Joao;78575-000;66 35562638;15629301000156;134555945;5534716;L6 BRNC BK CO Agil Trd e Dms
5156542;H Alves De Morais ME;R Colombia 281 N, Sala 02;MT;Juara;Jardim America;78575-000;66 35563791;23636532000115;136035710;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5156562;Pavore e Silva Ltda ME;R 03 820;MT;Matupa;Uniao;78525-000;66 35951706;22985387000115;135891981;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5156619;Santo A Com V S Molhados Ltda EPP;Avenida Principal S/N, Sala 2;MT;Novo Mundo;Centro;78528-000;66 36061045;12212284000169;133966828;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5156741;Antonia V A Nascimento;Av Maranhao 406;MT;Peixoto De Azevedo;Aeroporto;78530-000;66 92268335;12100560000105;133955273;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5156742;R Caldeira Conveniencia Me;Avenida Interpeninsular 3503;MT;Matupa;Centro;78525-000;66 2735951681;21029307000195;135570980;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5156753;Leonice Fatima Casarin ME;Avenida Mutum 471, W Sala 3;MT;Nova Mutum;Centro;78450-000;65 33084442;11595545000104;133839028;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5156768;Valdi Ferreira Da Silva ME;Rua Dos Mamoeiro 1277 W, QD C LT 10;MT;Nova Mutum;Arara Azul;78450-000;66 35312288;19088224000125;135463815;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5156770;Posto Sorriso Do Locatelli Ltda;Rod Br 163 Sn, KM 755;MT;Sorriso;Zona Rural;78890-000;66 35441757;36966687000161;131303821;5534708;L6 BRNC BK CO Agil Trd e Cnv
5157221;Antonio Da Silva Minimercado ME;R Angelim 3424 S;MT;Lucas Do Rio Verde;Parque das Araras;78455-000;65 96361539;23561664000125;136002536;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5157741;Supermercado Ponis Ltda ME;R Passo Fundo 730, Sala 02;MT;Sinop;Loteamento Alto da Gloria;78558-373;66 35325241;23010056000122;136026559;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5161455;B H Emporio Conveniencia Ltda EPP;Av Gov Julio Jose de Campos 587;MT;Rondonopolis;Residencial Sagrada Familia;78735-330;66 92090010;24118896000176;136137547;5534707;L6 BRNC BK CO Agil AS 5
5162541;Luciana S Boaventura ME;Rua Nilma Pereira Leite 563;MT;Mirassol D Oeste;Centro;78280-000;65 99415403;21877835000102;135688000;5534716;L6 BRNC BK CO Agil Trd e Dms
